School ID,Name of School,"Elementary, Middle, or High School",Street Address,Phone Number,Link ,Network Manager,Adequate Yearly Progress Made? ,Track Schedule,CPS Performance Policy Status,CPS Performance Policy Level,Healthy Schools Certified?,Safety Icon ,Safety Score,Family Involvement Icon,Family Involvement Score,Environment Icon ,Environment Score,Instruction Icon ,Instruction Score,Leaders Icon ,Leaders Score ,Teachers Icon ,Teachers Score,Parent Engagement Icon ,Parent Engagement Score,Parent Environment Icon,Parent Environment Score,Average Student Attendance,Rate of Misconducts (per 100 students) ,Average Teacher Attendance,Individualized Education Program Compliance Rate ,Pk-2 Literacy %,Pk-2 Math %,Gr3-5 Grade Level Math %,Gr3-5 Grade Level Read % ,Gr3-5 Keep Pace Read %,Gr3-5 Keep Pace Math %,Gr6-8 Grade Level Math %,Gr6-8 Grade Level Read %,Gr6-8 Keep Pace Math%,Gr6-8 Keep Pace Read %,Gr-8 Explore Math %,Gr-8 Explore Read %,ISAT Exceeding Math %,ISAT Exceeding Reading % ,ISAT Value Add Math,ISAT Value Add Read,ISAT Value Add Color Math,ISAT Value Add Color Read,Students Taking  Algebra %,Students Passing  Algebra %,9th Grade EXPLORE (2009) ,9th Grade EXPLORE (2010) ,10th Grade PLAN (2009) ,10th Grade PLAN (2010) ,Net Change EXPLORE and PLAN,11th Grade Average ACT (2011) ,Net Change PLAN and ACT,College Eligibility %,Graduation Rate %,College Enrollment Rate %,College Enrollment (number of students) ,General Services Route ,Freshman on Track Rate %,X_COORDINATE,Y_COORDINATE
609899,Christian Ebinger Elementary School,ES,7350 W Pratt Ave ,(773) 534-1070,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609899.pdf,O'Hare Elementary Network,Yes,Standard,Not on Probation,Level 1,No,Strong,78,Strong,72,Strong,66,Average,50,Weak,26,Strong,62,Average,52,Weak,43,95.9,9.3,95.2,97,84.7,61.5,81.2,68.5,63.3,82.2,77.4,69.4,56.8,70.1,34.5,53.4,50.6,40.2,0.5,1.4,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,650,30,NDA,1126172.537,1944639.095
610165,Franz Peter Schubert Elementary School,ES,2727 N Long Ave ,(773) 534-3080,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610165.pdf,Fullerton Elementary Network,No,Track_E,Probation,Level 3,No,NDA,,Weak,31,NDA,,NDA,,Weak,32,Weak,26,Average,47,Average,49,95.8,2.1,97,100,73.2,35.9,37.4,27.3,49.5,56.4,NDA,NDA,NDA,NDA,NDA,NDA,10.6,10.2,-0.2,-1.1,Yellow,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,949,29,NDA,1139945.571,1917742.002
610248,Chicago Academy Elementary School,ES,3400 N Austin Ave ,(773) 534-0146,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610248.pdf,AUSL Schools,Yes,Standard,Not on Probation,Level 1,No,Strong,66,NDA,NDA,Average,40,Weak,22,NDA,NDA,NDA,NDA,Average,47,Average,51,96.3,6,96.1,100,NDA,NDA,66.3,62.6,66.7,68.8,62.9,64.9,57.5,62.4,26.7,46.7,41.9,30.3,-0.1,1.8,Yellow,Green,50,53.8,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,601,30,NDA,1135740.091,1922002.941
609803,James G Blaine Elementary School,ES,1420 W Grace St ,(773) 534-5750,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609803.pdf,Ravenswood-Ridge Elementary Network,Yes,Standard,Not on Probation,Level 1,No,Very Strong,99,NDA,NDA,Strong,76,Strong,74,NDA,NDA,NDA,NDA,Weak,40,Weak,46,96.4,2.1,96,88.4,87.5,62.6,88.6,78.5,61.7,62.8,81.9,79.9,56.3,63.6,53.6,73.2,61.3,50.1,0.9,-0.4,Green,Yellow,50,63.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,923,33,NDA,1166063.167,1925373.268
610321,Thurgood Marshall Middle School,MS,3900 N Lawndale Ave ,(773) 534-5200,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610321.pdf,O'Hare Elementary Network,No,Standard,Probation,Level 3,No,Weak,39,NDA,NDA,Very Weak,11,Very Weak,1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,94,18.1,96,97.2,NDA,NDA,NDA,NDA,NDA,NDA,44.8,35.7,47.2,50.9,20.5,19.9,18.6,4,-1.7,-2.2,Red,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,435,31,NDA,1150989.856,1925703.541
609820,Augustus H Burley Elementary School,ES,1630 W Barry Ave ,(773) 534-5475,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609820.pdf,Ravenswood-Ridge Elementary Network,Yes,Standard,Not on Probation,Level 1,No,Very Strong,99,NDA,NDA,Strong,78,Strong,65,NDA,NDA,NDA,NDA,Strong,59,Average,49,96.5,0.7,95,97.9,69.4,47,64.5,70.2,51.2,66.7,69.4,75,62.9,67.3,50,69.6,54.2,53.3,1.3,2.1,Green,Green,35.7,80,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,572,33,NDA,1164768.164,1920682.831
610083,Daniel C Beard Elementary School,ES,6445 W Strong St ,(773) 534-1228,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610083.pdf,O'Hare Elementary Network,NDA,Track_E,Not Applicable,Not Enough Data,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,Strong,57,Strong,58,91.9,0,94.3,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,160,30,NDA,1132103.024,1932162.514
610159,Jonathan Y Scammon Elementary School,ES,4201 W Henderson St ,(773) 534-3475,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610159.pdf,O'Hare Elementary Network,No,Track_E,Not on Probation,Level 2,No,Average,44,NDA,NDA,Weak,21,Weak,20,NDA,NDA,NDA,NDA,Average,48,Weak,44,95.9,8,95.3,100,69.6,39.3,32.4,27.7,50.9,52.2,39.1,33,61.5,60.5,14.7,33.7,14.8,11.9,-0.6,0.2,Red,Yellow,19.4,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,937,29,NDA,1147787.325,1921900.296
609866,John C Coonley Elementary School,ES,4046 N Leavitt St ,(773) 534-5140,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609866.pdf,Ravenswood-Ridge Elementary Network,Yes,Standard,Not on Probation,Level 1,No,Very Strong,87,Very Strong,90,Strong,65,Weak,39,Strong,65,Average,56,Strong,58,Strong,55,95.9,1.4,96.5,100,90.1,52.9,72.6,66.7,61.4,65.8,64.8,64.8,53.8,63.5,27.8,50,45.3,39,-0.7,0.9,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,668,31,NDA,1160924.137,1927061.47
610182,Hannah G Solomon Elementary School,ES,6206 N Hamlin Ave ,(773) 534-5226,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610182.pdf,O'Hare Elementary Network,Yes,Standard,Not on Probation,Level 1,No,Strong,78,Very Strong,96,Strong,67,Strong,62,Strong,75,Strong,62,Average,52,Average,51,95.8,0.8,95.7,99,71.2,51.1,74.4,63.6,59.1,70,73.9,72.8,75,67.4,45.5,63.6,52.4,42.8,0.6,-0.2,Yellow,Yellow,45.5,93.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,363,31,NDA,1149868.813,1940981.795
610104,William J Onahan Elementary School,ES,6634 W Raven St ,(773) 534-1180,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610104.pdf,O'Hare Elementary Network,Yes,Standard,Not on Probation,Level 1,No,Strong,64,Average,59,Weak,29,Weak,27,Weak,32,Weak,39,Average,47,Weak,44,95.7,6.9,96.1,98.8,76.8,56.2,62.7,61.2,40.8,53.9,60.2,63.8,49.7,44.8,44,54,35.1,29.6,0.2,0,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,687,30,NDA,1131111.88,1940800.44
609974,Hawthorne Elementary Scholastic Academy,ES,3319 N Clifton Ave ,(773) 534-5550,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609974.pdf,Ravenswood-Ridge Elementary Network,Yes,Standard,Not on Probation,Level 1,Yes,Very Strong,92,Very Strong,88,Strong,61,Average,56,Very Strong,90,Very Strong,84,Strong,58,Average,52,96.9,1.2,96.5,100,85.3,56.9,82.7,83.3,58.6,62.5,89.1,87.4,65.1,62.9,79,80.6,75.1,66,1.8,2.2,Green,Green,98.4,91.8,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,569,33,NDA,1168069.526,1922284.759
609679,Charles Allen Prosser Career Academy High School,HS,2148 N Long Ave ,(773) 534-3200,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609679.pdf,North-Northwest Side High School Network,No,Standard,Not on Probation,Level 2,No,Average,59,Average,47,Average,53,Average,51,Weak,37,Average,44,Weak,46,Weak,45,86,9.7,94.4,99.4,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,15.5,15.1,16.3,16.2,0.7,17.9,1.6,27.7,78.7,58,1415,29,79.4,1139989.443,1913970.649
610515,Disney II Magnet School,ES,3815 N Kedvale Ave ,(773) 534-3750,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610515.pdf,O'Hare Elementary Network,Yes,Standard,Not on Probation,Level 1,No,NDA,,Very Strong,99,NDA,,NDA,,Strong,75,Average,53,Strong,62,Strong,58,97.3,0,96.5,100,84.6,NDA,76.5,79.4,63.4,63.7,NDA,NDA,NDA,NDA,NDA,NDA,57.8,52,0.6,2.1,Yellow,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,363,29,NDA,1148206.405,1925121.479
610284,New Field Elementary School,ES,1707 W Morse Ave ,(773) 534-2760,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610284.pdf,Ravenswood-Ridge Elementary Network,No,Standard,Not on Probation,Level 2,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,Average,51,Strong,56,96.2,3.1,95.6,99,74.2,52.7,32.1,25.2,40.4,55.9,NDA,NDA,NDA,NDA,NDA,NDA,23.2,10.9,,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,696,32,NDA,1163673.054,1946078.682
609798,Hiram H Belding Elementary School,ES,4257 N Tripp Ave ,(773) 534-3590,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609798.pdf,O'Hare Elementary Network,No,Standard,Not on Probation,Level 2,No,Strong,64,Strong,63,Strong,67,Strong,69,Average,49,Average,51,Average,53,Average,52,95,21.3,96.2,98.6,80,78.6,46.2,40.4,50.3,45.7,55.6,54.6,54.5,54.2,36.8,49.1,27.3,21.4,-0.8,-0.5,Red,Yellow,46.4,57.7,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,672,31,NDA,1147266.366,1928184.928
610088,Wolfgang A Mozart Elementary School,ES,2200 N Hamlin Ave ,(773) 534-4160,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610088.pdf,Fullerton Elementary Network,No,Standard,Not on Probation,Level 2,No,Average,41,NDA,NDA,Average,56,Weak,32,NDA,NDA,NDA,NDA,Average,50,Strong,54,95.2,3.6,96.4,100,39.8,10.1,28.7,34.2,51.1,48.2,46.7,32.6,74.7,64,NDA,NDA,12,11,0.4,0.3,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,748,34,NDA,1150644.396,1914368.955
609766,Jacqueline B Vaughn Occupational High School,HS,4355 N Linder Ave ,(773) 534-3600,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609766.pdf,North-Northwest Side High School Network,NDA,Track_E,Not Applicable,Not Enough Data,No,Average,57,Strong,72,Weak,33,Weak,20,Strong,67,Strong,69,Strong,63,Strong,57,87.6,3.7,95.5,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,55.6,65.3,NDA,203,30,NDA,1138928.091,1928655.205
609836,Arthur E Canty Elementary School,ES,3740 N Panama Ave ,(773) 534-1238,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609836.pdf,O'Hare Elementary Network,Yes,Standard,Not on Probation,Level 1,No,Very Strong,87,Strong,64,Strong,70,Strong,64,Average,49,Average,47,Strong,66,Average,53,96.1,2.3,96.1,99.1,75.3,60.6,77.2,58.3,52.9,62,81.3,71.3,61.4,59.7,41.3,60,47.4,34.2,0.3,0.1,Yellow,Yellow,29.8,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,784,30,NDA,1121355.698,1924041.412
609976,Stephen K Hayt Elementary School,ES,1518 W Granville Ave ,(773) 534-2040,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609976.pdf,Ravenswood-Ridge Elementary Network,No,Standard,Not on Probation,Level 1,No,Strong,72,Strong,61,Average,52,Average,44,Average,48,Strong,66,NDA,NDA,NDA,NDA,95.6,55.6,96,99.3,78.2,59.2,50.8,46.9,56.9,66.5,55.5,46.3,61.5,57.5,26.7,39.5,28.6,23.2,0.3,0.1,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1000,32,NDA,1164969.802,1941312.085
609988,Patrick Henry Elementary School,ES,4250 N Saint Louis Ave ,(773) 534-5060,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609988.pdf,O'Hare Elementary Network,No,Standard,Not on Probation,Level 1,No,Average,45,Average,56,Average,46,Average,43,Strong,68,Average,45,Average,52,Average,49,95.1,4.3,95.9,100,56.6,35.5,42.1,38.1,68.2,61.3,30.4,48.2,44.6,75,NDA,NDA,12.5,12.3,0.6,1,Yellow,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,650,31,NDA,1152247.412,1928240.998
610068,Hanson Park Elementary School,ES,5411 W Fullerton Ave ,(773) 534-3100,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610068.pdf,Fullerton Elementary Network,No,Standard,Not on Probation,Level 2,No,Weak,35,NDA,NDA,Weak,34,Weak,33,NDA,NDA,NDA,NDA,Average,50,Average,47,95,24.4,94.9,100,48.5,42.6,31,20.6,45.9,51.5,42,29.2,50.7,41.2,12.4,22.1,14.4,11,-0.8,-0.5,Red,Yellow,14,88.2,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1499,29,NDA,1139861.158,1915387.949
610363,Walt Disney Magnet Elementary School,ES,4140 N Marine Dr ,(773) 534-5840,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610363.pdf,Ravenswood-Ridge Elementary Network,No,Standard,Not on Probation,Level 1,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,96.4,7.7,96.4,100,NDA,53.8,63.9,64.9,54.7,64.1,72.8,69.6,59.9,51,38.7,53.3,46,35.7,0.4,0.6,Green,Green,20,74.1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1651,32,NDA,1171170.774,1927599.86
610097,William P Nixon Elementary School,ES,2121 N Keeler Ave ,(773) 534-4375,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610097.pdf,Fullerton Elementary Network,No,Standard,Not on Probation,Level 2,No,Average,52,NDA,NDA,Strong,70,Strong,62,NDA,NDA,NDA,NDA,Weak,46,Average,47,95.6,3.5,95.8,100,66.9,25,31.8,27.8,52.4,57.3,35.5,20.7,57,50,NDA,NDA,11.2,9.6,-0.1,-0.2,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1061,34,NDA,1148073.735,1913864.663
609918,Eugene Field Elementary School,ES,7019 N Ashland Ave ,(773) 534-2030,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609918.pdf,Ravenswood-Ridge Elementary Network,No,Standard,Not on Probation,Level 2,No,Average,42,Weak,33,Average,47,Weak,37,Weak,21,Very Weak,8,Weak,44,Average,53,96.8,10,96.7,100,NDA,NDA,23.9,24.3,49.4,51.4,48.4,36.4,70.3,53.2,7.4,13,9.8,7.9,-0.2,0.1,Yellow,Yellow,45.6,20,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,375,32,NDA,1164539.561,1946810.338
610201,Ole A Thorp Elementary Scholastic Academy,ES,6024 W Warwick Ave ,(773) 534-3640,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610201.pdf,O'Hare Elementary Network,No,Standard,Not on Probation,Level 1,No,Strong,70,Strong,61,Average,47,Average,40,Average,47,Average,57,Average,50,Average,50,96.4,25.8,95.8,100,80.6,62.3,62.3,65,56.8,55.9,73.9,66.5,64.8,61.5,46.8,58.5,48.8,38.7,0.8,-0.5,Green,Yellow,33.7,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,834,30,NDA,1135416.207,1924349.243
610163,Frederick Stock Elementary School,ES,7507 W Birchwood Ave ,(773) 534-1215,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610163.pdf,O'Hare Elementary Network,NDA,Standard,NDA,NDA,No,NDA,,Very Strong,99,NDA,,NDA,,Very Strong,84,Very Strong,81,Strong,69,Strong,63,72.4,0,95.7,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,260,30,NDA,1125318.193,1949163.026
610135,Portage Park Elementary School,ES,5330 W Berteau Ave ,(773) 534-3576,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610135.pdf,O'Hare Elementary Network,No,Standard,Not on Probation,Level 2,No,Strong,62,NDA,NDA,Average,46,Weak,32,NDA,NDA,NDA,NDA,Average,48,Average,53,94.2,3.7,95.9,100,67.3,33.8,53.7,41.6,45.9,61.1,62.8,55.3,51.2,44.1,27.1,37.4,22.9,21.1,-0.2,0.8,Yellow,Green,22,66.7,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1139,30,NDA,1139920.815,1927445.996
610012,Edward Jenner Elementary Academy of the Arts,ES,1119 N Cleveland Ave ,(773) 534-8440,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610012.pdf,Fullerton Elementary Network,No,Track_E,Probation,Level 3,No,Average,50,Weak,34,Strong,62,Average,41,Weak,20,Weak,26,Average,49,Average,53,88.9,16,94.8,98.7,34.8,21.3,21.9,10.7,42.3,57.7,37.1,14.5,69.4,46.7,4.3,25.5,8.2,1.3,2,0.2,Green,Yellow,45.8,31.8,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,314,33,NDA,1172718.668,1907660.339
610325,Logandale Middle School,MS,3212 W George St ,(773) 534-5350,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610325.pdf,Fullerton Elementary Network,No,Standard,Not on Probation,Level 2,No,Average,56,NDA,NDA,Weak,32,Weak,28,NDA,NDA,NDA,NDA,Average,50,Average,51,95.1,5.1,95.6,100,NDA,NDA,NDA,NDA,NDA,NDA,39.1,31,56.9,55.1,20,22.6,11.6,7.8,-0.6,-0.3,Yellow,Yellow,34.8,37.5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,941,29,NDA,1154387.612,1919159.019
610250,Rueben Salazar Elementary Bilingual Center,ES,160 W Wendell St ,(773) 534-8310,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610250.pdf,Fullerton Elementary Network,No,Track_E,Not on Probation,Level 2,No,Strong,64,NDA,NDA,Average,54,Average,53,NDA,NDA,NDA,NDA,Average,52,Average,47,95.1,44.6,95.8,100,68.3,33.1,61.7,50.8,53.3,75.7,43.6,60.2,54.3,65.6,22.6,64.5,20.5,15.5,0.9,0.3,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,444,33,NDA,1174702.288,1907452.819
610541,Federico Garcia Lorca Elementary School,ES,3231 N Springfield Ave ,(773) 534-0950,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610541.pdf,Fullerton Elementary Network,No,Standard,Not on Probation,Not Enough Data,No,Average,53,Average,58,Average,53,Average,58,Strong,74,Very Strong,82,Average,51,Strong,59,96.8,43.8,0,100,63,41.7,39.1,25.6,51.5,63.8,37.8,27.3,72.2,52.3,7.7,25,8.9,7.5,-1,-0.1,Red,Yellow,39.4,42.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,860,29,NDA,1149828.059,1921320.477
609949,William P Gray Elementary School,ES,3730 N Laramie Ave ,(773) 534-3520,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609949.pdf,O'Hare Elementary Network,No,Standard,Not on Probation,Level 1,No,Average,57,NDA,NDA,Average,44,Weak,35,NDA,NDA,NDA,NDA,Average,47,Average,50,95.6,5.9,95.9,99.4,74.1,NDA,53.5,51.4,69.1,77.5,43,53.5,61,70.1,16.3,28.7,26.1,19.4,0.5,0.9,Green,Green,46.1,34.9,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1345,29,NDA,1140988.981,1924452.515
610040,Henry D Lloyd Elementary School,ES,2103 N Lamon Ave ,(773) 534-3070,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610040.pdf,Fullerton Elementary Network,No,Track_E,Probation,Level 3,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,Average,48,Average,51,96.2,0,97.2,97,NDA,32.9,34.1,18.3,46.5,53.3,NDA,NDA,NDA,NDA,NDA,NDA,23.5,10.5,-0.8,-0.3,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1334,29,NDA,1143423.139,1913554.359
610127,Mary Gage Peterson Elementary School,ES,5510 N Christiana Ave ,(773) 534-5070,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610127.pdf,O'Hare Elementary Network,No,Standard,Not on Probation,Level 1,No,Strong,62,NDA,NDA,Average,49,Average,58,NDA,NDA,NDA,NDA,Average,51,Average,48,95.5,10.3,96.7,100,72.7,37.7,53.1,47.1,51.6,52.1,59.7,52.2,49.2,51.9,34,44.7,35.5,27.5,-0.3,0,Yellow,Yellow,33.3,83.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,860,31,NDA,1153016.828,1936489.312
610095,Walter L Newberry Math & Science Academy Elementary School,ES,700 W Willow St ,(773) 534-8000,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610095.pdf,Fullerton Elementary Network,Yes,Standard,Not on Probation,Level 1,No,Strong,71,Strong,74,Average,52,Strong,66,Average,41,Average,44,Strong,54,Average,47,95.1,2.1,96.3,100,NDA,NDA,70.2,61.5,57.5,66.9,68,65.5,61.1,59.3,40.3,43.5,46.2,35.9,1,1.3,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,558,33,NDA,1171323.787,1911991.711
609865,Jordan Elementary Community School,ES,7414 N Wolcott Ave ,(773) 534-2220,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609865.pdf,Ravenswood-Ridge Elementary Network,No,Standard,Not on Probation,Level 2,No,Strong,61,Weak,31,Average,57,Average,49,Very Weak,17,Very Weak,15,Average,52,Average,51,95.6,16.4,95.1,100,60.1,42,36,21.1,41.4,54.1,26.3,19.1,43.2,34.7,4.8,15.9,16.9,7.1,0.3,-1.2,Yellow,Red,37.7,23.1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,753,32,NDA,1162385.224,1949501.716
610196,George B Swift Elementary Specialty School,ES,5900 N Winthrop Ave ,(773) 534-2695,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610196.pdf,Ravenswood-Ridge Elementary Network,No,Standard,Not on Probation,Level 2,No,Strong,61,Average,53,Strong,62,Strong,60,Strong,61,Average,59,Average,49,Strong,54,96.3,6,95.8,98.8,69.2,50.4,49.4,33.9,55.5,63.3,52.9,36.3,58.2,51.2,23.9,23.9,25.4,16.2,-0.8,1.1,Red,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,709,32,NDA,1167755.176,1939362.027
609792,Newton Bateman Elementary School,ES,4220 N Richmond St ,(773) 534-5055,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609792.pdf,O'Hare Elementary Network,No,Standard,Not on Probation,Level 2,No,Average,55,Weak,36,Average,50,Average,47,Weak,25,Weak,34,Average,52,Average,52,96.2,0.2,96.7,99.1,68,33.4,35.8,36.6,54.2,49.6,52.6,47.1,65.1,57.6,12.5,34.5,21.7,16.1,-0.8,-0.1,Red,Yellow,27.4,67.7,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1015,31,NDA,1155915.849,1928001.212
610144,Frank W Reilly Elementary School,ES,3650 W School St ,(773) 534-5250,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610144.pdf,Fullerton Elementary Network,No,Standard,Probation,Level 2,No,Average,48,NDA,NDA,Weak,33,Weak,34,NDA,NDA,NDA,NDA,Average,48,Average,51,97,8.7,96.7,100,77.8,40.1,39.5,27,63.2,62.7,48.7,33.2,62.7,59.2,11.6,30.3,15.5,9.8,0.2,0.5,Yellow,Yellow,22.5,69,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1195,29,NDA,1151243.469,1921732.413
610524,Alcott High School for the Humanities,HS,2957 N Hoyne Ave ,(773) 534-5979,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610524.pdf,North-Northwest Side High School Network,NDA,Standard,Not on Probation,Not Enough Data,No,Strong,70,NDA,NDA,Strong,67,Average,51,NDA,NDA,NDA,NDA,Strong,57,Weak,43,92.7,7.1,96.9,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,14.7,13.7,NDA,16,1.3,NDA,NDA,NDA,NDA,NDA,232,33,87.6,1161870.556,1919857.44
